class_name,sample_id,sample_path,label,point_count,object_score,topk_score,score_mean,score_p95,score_max,gt_point_count,gt_point_ratio,gt_score_mean,background_score_mean,point_score_path
ashtray0,ashtray0_concavity2,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/ashtray0/test/ashtray0_concavity2.pcd,1,16384,0.081483,0.081483,0.002304,0.006907,0.081483,1137,0.069397,0.022556,0.000794,experiments/P5_pasdf_scores/full_40cls/ashtray0/points/ashtray0_concavity2.npz
ashtray0,ashtray0_concavity1,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/ashtray0/test/ashtray0_concavity1.pcd,1,16384,0.031903,0.031903,0.001133,0.00258,0.031903,1247,0.076111,0.005775,0.00075,experiments/P5_pasdf_scores/full_40cls/ashtray0/points/ashtray0_concavity1.npz
ashtray0,ashtray0_positive3,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/ashtray0/test/ashtray0_positive3.pcd,0,16384,0.004619,0.004619,0.000445,0.001119,0.004619,0,0.0,,0.000445,experiments/P5_pasdf_scores/full_40cls/ashtray0/points/ashtray0_positive3.npz
ashtray0,ashtray0_positive4,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/ashtray0/test/ashtray0_positive4.pcd,0,16384,0.004209,0.004209,0.000668,0.001647,0.004209,0,0.0,,0.000668,experiments/P5_pasdf_scores/full_40cls/ashtray0/points/ashtray0_positive4.npz
ashtray0,ashtray0_positive8,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/ashtray0/test/ashtray0_positive8.pcd,0,16384,0.004056,0.004056,0.000423,0.001089,0.004056,0,0.0,,0.000423,experiments/P5_pasdf_scores/full_40cls/ashtray0/points/ashtray0_positive8.npz
ashtray0,ashtray0_concavity6,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/ashtray0/test/ashtray0_concavity6.pcd,1,16384,0.051953,0.051953,0.002056,0.009299,0.051953,1312,0.080078,0.013685,0.001044,experiments/P5_pasdf_scores/full_40cls/ashtray0/points/ashtray0_concavity6.npz
ashtray0,ashtray0_positive14,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/ashtray0/test/ashtray0_positive14.pcd,0,16384,0.004322,0.004322,0.000435,0.001195,0.004322,0,0.0,,0.000435,experiments/P5_pasdf_scores/full_40cls/ashtray0/points/ashtray0_positive14.npz
ashtray0,ashtray0_positive7,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/ashtray0/test/ashtray0_positive7.pcd,0,16384,0.004159,0.004159,0.000491,0.001193,0.004159,0,0.0,,0.000491,experiments/P5_pasdf_scores/full_40cls/ashtray0/points/ashtray0_positive7.npz
ashtray0,ashtray0_positive10,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/ashtray0/test/ashtray0_positive10.pcd,0,16384,0.004436,0.004436,0.000659,0.001682,0.004436,0,0.0,,0.000659,experiments/P5_pasdf_scores/full_40cls/ashtray0/points/ashtray0_positive10.npz
ashtray0,ashtray0_concavity0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/ashtray0/test/ashtray0_concavity0.pcd,1,16384,0.040035,0.040035,0.001471,0.005273,0.040035,1640,0.100098,0.008729,0.000663,experiments/P5_pasdf_scores/full_40cls/ashtray0/points/ashtray0_concavity0.npz
ashtray0,ashtray0_bulge0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/ashtray0/test/ashtray0_bulge0.pcd,1,16384,0.078772,0.078772,0.002448,0.011358,0.078772,1095,0.066833,0.027325,0.000667,experiments/P5_pasdf_scores/full_40cls/ashtray0/points/ashtray0_bulge0.npz
ashtray0,ashtray0_positive5,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/ashtray0/test/ashtray0_positive5.pcd,0,16384,0.00379,0.00379,0.000553,0.001421,0.00379,0,0.0,,0.000553,experiments/P5_pasdf_scores/full_40cls/ashtray0/points/ashtray0_positive5.npz
ashtray0,ashtray0_concavity3,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/ashtray0/test/ashtray0_concavity3.pcd,1,16384,0.067685,0.067685,0.001739,0.003914,0.067685,1066,0.065063,0.014173,0.000874,experiments/P5_pasdf_scores/full_40cls/ashtray0/points/ashtray0_concavity3.npz
ashtray0,ashtray0_bulge4,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/ashtray0/test/ashtray0_bulge4.pcd,1,16384,0.055553,0.055553,0.003599,0.022526,0.055553,3871,0.236267,0.01263,0.000806,experiments/P5_pasdf_scores/full_40cls/ashtray0/points/ashtray0_bulge4.npz
ashtray0,ashtray0_positive1,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/ashtray0/test/ashtray0_positive1.pcd,0,16384,0.003771,0.003771,0.000753,0.001853,0.003771,0,0.0,,0.000753,experiments/P5_pasdf_scores/full_40cls/ashtray0/points/ashtray0_positive1.npz
ashtray0,ashtray0_positive13,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/ashtray0/test/ashtray0_positive13.pcd,0,16384,0.004628,0.004628,0.000446,0.001234,0.004628,0,0.0,,0.000446,experiments/P5_pasdf_scores/full_40cls/ashtray0/points/ashtray0_positive13.npz
ashtray0,ashtray0_concavity4,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/ashtray0/test/ashtray0_concavity4.pcd,1,16384,0.037274,0.037274,0.00096,0.001786,0.037274,528,0.032227,0.012701,0.000569,experiments/P5_pasdf_scores/full_40cls/ashtray0/points/ashtray0_concavity4.npz
bag0,bag0_positive9,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_positive9.pcd,0,16384,0.020772,0.020772,0.003028,0.008285,0.020772,0,0.0,,0.003028,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_positive9.npz
bag0,bag0_bulge5,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_bulge5.pcd,1,16384,0.048841,0.048841,0.001356,0.002174,0.048841,357,0.02179,0.023539,0.000862,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_bulge5.npz
bag0,bag0_concavity4,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_concavity4.pcd,1,16384,0.050509,0.050509,0.005454,0.014359,0.050509,614,0.037476,0.025943,0.004657,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_concavity4.npz
bag0,bag0_positive2,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_positive2.pcd,0,16384,0.004461,0.004461,0.000726,0.001739,0.004461,0,0.0,,0.000726,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_positive2.npz
bag0,bag0_bulge1,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_bulge1.pcd,1,16384,0.029427,0.029427,0.001428,0.002431,0.029427,635,0.038757,0.014608,0.000897,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_bulge1.npz
bag0,bag0_concavity6,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_concavity6.pcd,1,16384,0.030414,0.030414,0.001181,0.002446,0.030414,316,0.019287,0.01265,0.000955,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_concavity6.npz
bag0,bag0_positive11,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_positive11.pcd,0,16384,0.023687,0.023687,0.004542,0.010597,0.023687,0,0.0,,0.004542,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_positive11.npz
bag0,bag0_concavity3,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_concavity3.pcd,1,16384,0.018004,0.018004,0.000762,0.001712,0.018004,184,0.01123,0.009363,0.000664,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_concavity3.npz
bag0,bag0_positive7,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_positive7.pcd,0,16384,0.004511,0.004511,0.000983,0.002159,0.004511,0,0.0,,0.000983,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_positive7.npz
bag0,bag0_bulge3,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_bulge3.pcd,1,16384,0.0433,0.0433,0.001247,0.002234,0.0433,409,0.024963,0.018161,0.000814,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_bulge3.npz
bag0,bag0_positive0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_positive0.pcd,0,16384,0.008127,0.008127,0.000581,0.001469,0.008127,0,0.0,,0.000581,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_positive0.npz
bag0,bag0_concavity1,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_concavity1.pcd,1,16384,0.030088,0.030088,0.000903,0.001938,0.030088,179,0.010925,0.01205,0.00078,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_concavity1.npz
bag0,bag0_bulge6,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_bulge6.pcd,1,16384,0.033119,0.033119,0.001058,0.001847,0.033119,241,0.014709,0.019495,0.000783,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_bulge6.npz
bag0,bag0_bulge4,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_bulge4.pcd,1,16384,0.026734,0.026734,0.001075,0.002134,0.026734,354,0.021606,0.014176,0.000785,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_bulge4.npz
bag0,bag0_positive13,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_positive13.pcd,0,16384,0.009916,0.009916,0.000868,0.002044,0.009916,0,0.0,,0.000868,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_positive13.npz
bag0,bag0_concavity0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_concavity0.pcd,1,16384,0.017327,0.017327,0.001095,0.00225,0.017327,233,0.014221,0.00916,0.000978,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_concavity0.npz
bag0,bag0_positive14,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_positive14.pcd,0,16384,0.020073,0.020073,0.003024,0.008322,0.020073,0,0.0,,0.003024,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_positive14.npz
bag0,bag0_positive3,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_positive3.pcd,0,16384,0.004887,0.004887,0.000777,0.001809,0.004887,0,0.0,,0.000777,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_positive3.npz
bag0,bag0_positive4,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_positive4.pcd,0,16384,0.008621,0.008621,0.000758,0.001883,0.008621,0,0.0,,0.000758,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_positive4.npz
bag0,bag0_concavity2,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_concavity2.pcd,1,16384,0.022877,0.022877,0.003067,0.008647,0.022877,165,0.010071,0.010695,0.00299,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_concavity2.npz
bag0,bag0_positive8,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_positive8.pcd,0,16384,0.009035,0.009035,0.000776,0.001856,0.009035,0,0.0,,0.000776,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_positive8.npz
bag0,bag0_concavity5,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_concavity5.pcd,1,16384,0.030933,0.030933,0.003094,0.010187,0.030933,155,0.00946,0.015294,0.002978,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_concavity5.npz
bag0,bag0_positive1,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_positive1.pcd,0,16384,0.007666,0.007666,0.000868,0.0019,0.007666,0,0.0,,0.000868,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_positive1.npz
bag0,bag0_bulge2,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_bulge2.pcd,1,16384,0.036801,0.036801,0.001067,0.001953,0.036801,361,0.022034,0.014226,0.000771,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_bulge2.npz
bag0,bag0_positive12,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_positive12.pcd,0,16384,0.057969,0.057969,0.01341,0.038916,0.057969,0,0.0,,0.01341,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_positive12.npz
bag0,bag0_bulge0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_bulge0.pcd,1,16384,0.038859,0.038859,0.000983,0.001699,0.038859,393,0.023987,0.016723,0.000596,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_bulge0.npz
bag0,bag0_positive5,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_positive5.pcd,0,16384,0.004217,0.004217,0.000817,0.001929,0.004217,0,0.0,,0.000817,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_positive5.npz
bag0,bag0_positive10,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_positive10.pcd,0,16384,0.021813,0.021813,0.002866,0.008161,0.021813,0,0.0,,0.002866,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_positive10.npz
bag0,bag0_positive6,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bag0/test/bag0_positive6.pcd,0,16384,0.008575,0.008575,0.000678,0.001549,0.008575,0,0.0,,0.000678,experiments/P5_pasdf_scores/full_40cls/bag0/points/bag0_positive6.npz
bottle0,bottle0_bulge1,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_bulge1.pcd,1,16384,0.029665,0.029665,0.000958,0.001792,0.029665,197,0.012024,0.011794,0.000826,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_bulge1.npz
bottle0,bottle0_bulge2,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_bulge2.pcd,1,16384,0.050497,0.050497,0.001735,0.004978,0.050497,864,0.052734,0.021925,0.000611,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_bulge2.npz
bottle0,bottle0_positive13,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_positive13.pcd,0,16384,0.003791,0.003791,0.000796,0.001639,0.003791,0,0.0,,0.000796,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_positive13.npz
bottle0,bottle0_positive4,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_positive4.pcd,0,16384,0.00433,0.00433,0.000815,0.001591,0.00433,0,0.0,,0.000815,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_positive4.npz
bottle0,bottle0_positive9,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_positive9.pcd,0,16384,0.004262,0.004262,0.00077,0.001438,0.004262,0,0.0,,0.00077,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_positive9.npz
bottle0,bottle0_positive0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_positive0.pcd,0,16384,0.00458,0.00458,0.000787,0.00157,0.00458,0,0.0,,0.000787,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_positive0.npz
bottle0,bottle0_bulge4,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_bulge4.pcd,1,16384,0.041091,0.041091,0.001217,0.002007,0.041091,364,0.022217,0.01662,0.000867,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_bulge4.npz
bottle0,bottle0_positive1,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_positive1.pcd,0,16384,0.00435,0.00435,0.000806,0.001646,0.00435,0,0.0,,0.000806,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_positive1.npz
bottle0,bottle0_positive2,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_positive2.pcd,0,16384,0.004228,0.004228,0.000577,0.001357,0.004228,0,0.0,,0.000577,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_positive2.npz
bottle0,bottle0_bulge0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_bulge0.pcd,1,16384,0.062674,0.062674,0.002552,0.010392,0.062674,972,0.059326,0.027842,0.000957,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_bulge0.npz
bottle0,bottle0_positive5,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_positive5.pcd,0,16384,0.004919,0.004919,0.000482,0.001275,0.004919,0,0.0,,0.000482,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_positive5.npz
bottle0,bottle0_concavity4,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_concavity4.pcd,1,16384,0.017987,0.017987,0.000877,0.001703,0.017987,336,0.020508,0.005873,0.000773,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_concavity4.npz
bottle0,bottle0_positive8,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_positive8.pcd,0,16384,0.004466,0.004466,0.000773,0.001421,0.004466,0,0.0,,0.000773,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_positive8.npz
bottle0,bottle0_positive3,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_positive3.pcd,0,16384,0.004327,0.004327,0.000722,0.00139,0.004327,0,0.0,,0.000722,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_positive3.npz
bottle0,bottle0_positive12,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_positive12.pcd,0,16384,0.004395,0.004395,0.000908,0.001759,0.004395,0,0.0,,0.000908,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_positive12.npz
bottle0,bottle0_bulge6,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_bulge6.pcd,1,16384,0.043705,0.043705,0.001424,0.002673,0.043705,692,0.042236,0.016287,0.000769,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_bulge6.npz
bottle0,bottle0_bulge5,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_bulge5.pcd,1,16384,0.044866,0.044866,0.001056,0.001753,0.044866,510,0.031128,0.016843,0.000549,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_bulge5.npz
bottle0,bottle0_positive11,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_positive11.pcd,0,16384,0.004594,0.004594,0.000764,0.001566,0.004594,0,0.0,,0.000764,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_positive11.npz
bottle0,bottle0_concavity2,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_concavity2.pcd,1,16384,0.021704,0.021704,0.000916,0.001684,0.021704,361,0.022034,0.007381,0.00077,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_concavity2.npz
bottle0,bottle0_concavity6,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_concavity6.pcd,1,16384,0.043679,0.043679,0.001252,0.001999,0.043679,737,0.044983,0.011486,0.00077,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_concavity6.npz
bottle0,bottle0_concavity0,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_concavity0.pcd,1,16384,0.049064,0.049064,0.001225,0.001985,0.049064,404,0.024658,0.015856,0.000855,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_concavity0.npz
bottle0,bottle0_positive10,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_positive10.pcd,0,16384,0.00488,0.00488,0.000936,0.001838,0.00488,0,0.0,,0.000936,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_positive10.npz
bottle0,bottle0_concavity3,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_concavity3.pcd,1,16384,0.021099,0.021099,0.001019,0.002011,0.021099,225,0.013733,0.006265,0.000946,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_concavity3.npz
bottle0,bottle0_concavity5,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_concavity5.pcd,1,16384,0.017558,0.017558,0.000949,0.001718,0.017558,169,0.010315,0.005933,0.000897,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_concavity5.npz
bottle0,bottle0_positive7,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_positive7.pcd,0,16384,0.004146,0.004146,0.000861,0.00177,0.004146,0,0.0,,0.000861,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_positive7.npz
bottle0,bottle0_positive6,/workspace/code_folder/area1/Anomaly/data/Anomaly-ShapeNet-v2/dataset/16384/bottle0/test/bottle0_positive6.pcd,0,16384,0.004008,0.004008,0.000699,0.001523,0.004008,0,0.0,,0.000699,experiments/P5_pasdf_scores/full_40cls/bottle0/points/bottle0_positive6.npz
